Categoria_App,Copertina,Titolo,Autore,Editore,Anno,Descrizione,Link,Nuovo
Editori Selezionati,https://www.ibs.it/images/9788855449106_0_0_150_0_75.jpg,La figlia del Clan. Un cognome da nascondere un destino da riscrivere,"Danilo Chirico,Giuseppina Pesce",Piemme,2026,"Una macchina corre sulla Salerno-Reggio Calabria. È l'estate di Italia '90. Una famiglia canta felice con i finestrini abbassati, diretta a Gardaland. Sul sedile posteriore giocano tre bambini. Tra loro c'è Giusy, undici anni. Non sa ancora che quella felicità è fragile, che il suo cognome pesa come una sentenza. Giuseppina Pesce è cresciuta a Rosarno, nel cuore di uno dei clan più potenti della 'ndrangheta. Figlia, sorella, nipote di boss. Nata in una casa dove il silenzio è legge e il sangue non si tradisce, a poco più di trent'anni sceglie di parlare. Di testimoniare. Di spezzare la catena. Lo fa per salvare i suoi figli. È una delle prime donne di 'ndrangheta a collaborare con la giustizia. E da quel momento perde tutto: la famiglia, il nome, la vita di prima. La figlia del clan è il racconto intimo e sconvolgente di una donna che ha attraversato violenza, colpa e paura per conquistare la libertà. Una storia di mafia e maternità, omertà e coraggio, caduta e rinascita.",https://www.ibs.it/figlia-del-clan-cognome-da-libro-danilo-chirico-giuseppina-pesce/e/9788855449106,False
Editori Selezionati,https://www.ibs.it/images/9791222328379_0_0_150_0_75.jpg,L'asincronia dei partiti. Scelte organizzative e priorità tematiche in Italia (1994-2022),Lavinia De Santis,Mimesis,2026,"Questo volume si concentra sulle campagne elettorali italiane della Seconda Repubblica, esplorando come i programmi dei partiti politici abbiano interpretato i bisogni e le priorità degli elettori fin dai suoi esordi. Attraverso una prospettiva diacronica, l’opera mette a fuoco come i partiti attribuiscano centralità ai temi più salienti nel dibattito pubblico, combinando Teoria delle organizzazioni e Scienza politica. L’analisi mostra come le risorse economiche a disposizione delle organizzazioni partitiche e la natura della loro leadership abbiano inciso profondamente sulle strategie adottate nelle successive elezioni politiche. Superando le teorie tradizionali, che prevedono la convergenza dei partiti operanti in uno stesso contesto, il volume propone una nuova chiave di lettura per comprendere la complessità delle scelte organizzative e il legame tra organizzazione politica e scelte programmatiche nel sistema italiano contemporaneo.",https://www.ibs.it/asincronia-dei-partiti-scelte-organizzative-libro-lavinia-de-santis/e/9791222328379,False
Altri Editori,https://www.ibs.it/images/9788893576956_0_0_150_0_75.jpg,"Comunicare la cultura. Strategie, linguaggi, narrazioni",Andrea Maulini,Editrice Bibliografica,2026,,https://www.ibs.it/comunicare-cultura-strategie-linguaggi-narrazioni-libro-andrea-maulini/e/9788893576956,False
Editori Selezionati,https://www.ibs.it/images/9791223280317_0_0_150_0_75.jpg,Governare la Cina. Vol. 3,Jinping Xi,Giunti Editore,2026,La comunità internazionale è sempre più interessata a conoscere le strategie di sviluppo della Cina e l’influenza che potranno avere sul resto del mondo. Questo volume dei discorsi di Xi Jinping raccoglie i testi più importanti del leader del Partito Comunista Cinese.,https://www.ibs.it/governare-cina-vol-3-libro-jinping-xi/e/9791223280317,True
Altri Editori,https://www.ibs.it/images/9791254782194_0_0_150_0_75.jpg,Dizionario minimo di difesa dell'ovvio. Le verità che nessuno osa più dire,Silvana De Mari,Fede & Cultura,2026,,https://www.ibs.it/dizionario-minimo-di-difesa-dell-libro-silvana-de-mari/e/9791254782194,False
Altri Editori,https://www.ibs.it/images/9788820771201_0_0_150_0_75.jpg,Europa e patologia. Saggi su Ernesto de Martino,Domenico Conte,Liguori,2026,,https://www.ibs.it/europa-patologia-saggi-su-ernesto-libro-domenico-conte/e/9788820771201,False
Altri Editori,https://www.ibs.it/images/9788891677976_0_0_150_0_75.jpg,Revisione legale e organo di controllo negli Enti del terzo settore. Principi di revisione ISA. Principi contabili. Analisi dei rischi. Esempi pratici. Checklist operative,"Elisa Calabria,Andrea Missori,Patrizia Sideri",Maggioli Editore,2026,,https://www.ibs.it/revisione-legale-organo-di-controllo-libro-vari/e/9788891677976,True
Altri Editori,https://www.ibs.it/images/9788895561929_0_0_150_0_75.jpg,Donald Trump,Mauro Della Porta Raffo,Arca Edizioni,2026,,https://www.ibs.it/donald-trump-libro-mauro-della-porta-raffo/e/9788895561929,False
Altri Editori,https://www.ibs.it/images/9791282392082_0_0_150_0_75.jpg,Il caso Mattei. I fatti contro il mito. Cronaca di un incidente diventato complotto,"Nicola Mariani,Lupo Rattazzi",LoGisma Editore,2026,,https://www.ibs.it/caso-mattei-fatti-contro-mito-libro-nicola-mariani-lupo-rattazzi/e/9791282392082,False
Altri Editori,https://www.ibs.it/images/9791281142787_0_0_150_0_75.jpg,Pulcinella. Storia e tradizioni della celebre maschera di Napoli,Benedetto Croce,Colonnese,2026,,https://www.ibs.it/pulcinella-storia-tradizioni-della-celebre-libro-benedetto-croce/e/9791281142787,False
Altri Editori,https://www.ibs.it/images/9791281127111_0_0_150_0_75.jpg,Apologia del libertario,Murray N. Rothbard,Giubilei Regnani,2026,,https://www.ibs.it/apologia-del-libertario-libro-murray-n-rothbard/e/9791281127111,False
Editori Selezionati,https://www.ibs.it/images/9791222325675_0_0_150_0_75.jpg,"Europa, ovvero un sogno fatto in Grecia",N/D,Mimesis,2026,"Europa, ovvero un sogno fatto in Grecia non è solo riflessione sul destino del continente, ma ritorno alle sue radici e ai sogni che lo hanno fondato. Dalla Grecia antica emerge un cosmopolitismo miceneo, una fase pre-letteraria che mostra un sostrato costituito da molte identità più che da una sola. Il libro intreccia utopia e modernità, dall’Ellade al “Manifesto di Ventotene”, indagando il dialogo tra Oriente e Occidente, mito e filosofia, religione e politica, senza trascurare il contributo ebraico – non solo biblico – alla formazione di una coscienza europea. La Grecia si mostra oggi insieme parte dell’Europa e “resto” eccedente, capace di custodire e forse di restituire la sua salvezza. L’Europa appare come luogo di tensioni tra Libro e Testo, fantasma dell’origine e mathema della infinita traducibilità, spazio utopico dove lasciar accadere le trasformazioni del senso per un nuovo modo di vivere insieme.",https://www.ibs.it/europa-ovvero-sogno-fatto-in-libro-vari/e/9791222325675,False
Editori Selezionati,https://www.ibs.it/images/9791222320922_0_0_150_0_75.jpg,Bello da morire. Arte e pubblico dal kitsch al wow,Vincenzo Susca,Mimesis,2026,"Da tre secoli l’arte scivola fuori dalle sue cornici per confondersi con la vita: dalle metropoli moderne alle avanguardie storiche, dalle esposizioni universali alla televisione, fino ai filtri di Instagram, alla skincare e alle vetrine digitali. Nel vortice che unisce kitsch, spettacolo e quotidianità, la bellezza esonda dalle gallerie, dai musei e dalle accademie in cui era custodita e si fa contagiosa, virale: copia e incolla, muta, prolifera, invade gli interstizi dell’esperienza. Diventa carne. È una bellezza gassosa, elettrica, algoritmica e, in fondo, tossica. Solleva la gente comune allo statuto di performer e trascina l’arte nel ritmo convulso dell’emozione pubblica, tra NFT, Labubu, cuoricini, botox e unicorni. Sgorga da luoghi inattesi – dalle strade ai feed, dai musei alle webcam passando per Dall-e e ChatGPT – trasfigurando corpi, immagini e oggetti, tanto da annientare il confine tra esistenza, arte, media e merce. Nel paesaggio febbrile di una tale estetica diffusa, dove ogni gesto è scena e ogni volto icona, la bellezza non consola né salva: seduce, altera, sacrifica. È gioia tragica, splendore effimero in cui il soggetto si dissolve nella performance, l’oggetto diventa feticcio, tutto vibra, lampeggia e si dissipa. In una sudorazione generalizzata, l’onda del “wow” – delirio estetico e apogeo porno del kitsch – sommerge tutto. Ogni distanza svanisce: restiamo a bocca aperta, stupefatti e spaesati. Ultima forma di verità dopo la Verità, siamo creatori e creature di un’arte inedita e inquietante, irresistibile e fatale. Bella da morire.",https://www.ibs.it/bello-da-morire-arte-pubblico-libro-vincenzo-susca/e/9791222320922,False
Altri Editori,https://www.ibs.it/images/9788898607945_0_0_150_0_75.jpg,I socialisti possono essere felici?,George Orwell,Ultima Spiaggia,2026,,https://www.ibs.it/socialisti-possono-essere-felici-libro-george-orwell/e/9788898607945,False
Altri Editori,https://www.ibs.it/images/9788879821742_0_0_150_0_75.jpg,Escursionismo e accessibilità. Buone pratiche per l'autonomia e l'accompagnamento all'aria aperta,"Pietro Scidurlo,Struttura Operativa Di Accompagnamento Solidale CAI",CAI Edizioni,2026,,https://www.ibs.it/escursionismo-accessibilita-buone-pratiche-per-libro-pietro-scidurlo-struttura-operativa-di-accompagnamento-solidale-cai/e/9788879821742,True
Altri Editori,https://www.ibs.it/images/9788868398712_0_0_150_0_75.jpg,Deontologia della caccia. Riflessioni etiche sul rapporto con la fauna selvatica,Markus Moling,Athesia,2026,,https://www.ibs.it/deontologia-della-caccia-riflessioni-etiche-libro-markus-moling/e/9788868398712,False
Altri Editori,https://www.ibs.it/images/9788849887303_0_0_150_0_75.jpg,God morning. La comunicazione secondo Gesù,Antonio Iannaccone,Rubbettino,2026,,https://www.ibs.it/god-morning-comunicazione-secondo-gesu-libro-antonio-iannaccone/e/9788849887303,False
Altri Editori,https://www.ibs.it/images/9788833568010_0_0_150_0_75.jpg,Estetica della disabilità. Quando l'imperfezione diventa arte,Arianna Trombaccia,Progetto Cultura,2026,,https://www.ibs.it/estetica-della-disabilita-quando-imperfezione-libro-arianna-trombaccia/e/9788833568010,False
Altri Editori,https://www.ibs.it/images/9791282232630_0_0_150_0_75.jpg,Crisi o sviluppo della politica? Un difficile dilemma,Domenico Fisichella,Casa Editrice Pagine,2026,,https://www.ibs.it/crisi-o-sviluppo-della-politica-libro-domenico-fisichella/e/9791282232630,False
Altri Editori,https://www.ibs.it/images/9791282232234_0_0_150_0_75.jpg,Il mondo magico delle dita,Nino Modugno,Casa Editrice Pagine,2026,,https://www.ibs.it/mondo-magico-delle-dita-libro-nino-modugno/e/9791282232234,False
Altri Editori,https://www.ibs.it/images/9791281995147_0_0_150_0_75.jpg,Pietre senza popolo. Pratiche di resistenza attiva alla turistificazione neoliberale,Angela Fais,L.A.D. Edizioni,2026,,https://www.ibs.it/pietre-senza-popolo-pratiche-di-libro-angela-fais/e/9791281995147,True
Altri Editori,https://www.ibs.it/images/9791281910133_0_0_150_0_75.jpg,Star Wars: tra mito e multipolarismo,Constantin von Hoffmeister,AGA Editrice (Cusano Milanino),2026,,https://www.ibs.it/star-wars-tra-mito-multipolarismo-libro-constantin-von-hoffmeister/e/9791281910133,False
Altri Editori,https://www.ibs.it/images/9791281543447_0_0_150_0_75.jpg,"Segni e simboli del capitale. Spazio digitale, immaginario e corpi",Antonio Semproni,Rogas,2026,,https://www.ibs.it/segni-simboli-del-capitale-spazio-libro-antonio-semproni/e/9791281543447,False
Altri Editori,https://www.ibs.it/images/9791281526334_0_0_150_0_75.jpg,Cronache culturali dalle terre pontine,Francesco Tetro,Atlantide Editore,2026,,https://www.ibs.it/cronache-culturali-dalle-terre-pontine-libro-francesco-tetro/e/9791281526334,False
Altri Editori,https://www.ibs.it/images/9791280623102_0_0_150_0_75.jpg,The urban paradox. Nine cities in search of the future,Paolo Verri,Bocconi University Press,2026,,https://www.ibs.it/the-urban-paradox-nine-cities-libro-paolo-verri/e/9791280623102,False
Altri Editori,https://www.ibs.it/images/9791280618733_0_0_150_0_75.jpg,Lo schermo al femminile. La condizione delle attrici del fanta-horror nella Hollywood degli anni Cinquanta,N/D,Profondo Rosso,2026,,https://www.ibs.it/schermo-al-femminile-condizione-delle-libro-vari/e/9791280618733,True
Altri Editori,https://www.ibs.it/images/9791259903082_0_0_150_0_75.jpg,Libro VII. I promessi cogenitori totali,Settimo Arcangelo,Transeuropa,2026,,https://www.ibs.it/libro-vii-promessi-cogenitori-totali-libro-settimo-arcangelo/e/9791259903082,False
Altri Editori,https://www.ibs.it/images/9791259903075_0_0_150_0_75.jpg,Architetti del trono vuoto. Le sette forze che governano la nostra vita nell'opoca della ragione e dell'incertezza,Domenico Stragapede,Transeuropa,2026,,https://www.ibs.it/architetti-del-trono-vuoto-sette-libro-domenico-stragapede/e/9791259903075,False
Altri Editori,https://www.ibs.it/images/9791257660284_0_0_150_0_75.jpg,Compendio di diritto penitenziario e dell'esecuzione penale 2026 aggiornato al Decreto sicurezza,N/D,Neldiritto Editore,2026,,https://www.ibs.it/compendio-di-diritto-penitenziario-dell-libro-vari/e/9791257660284,True
Altri Editori,https://www.ibs.it/images/9791257181291_0_0_150_0_75.jpg,"Incertezza e imperfezione. Scienza, società e arte",Piero Formica,Edizioni Pendragon,2026,,https://www.ibs.it/incertezza-imperfezione-scienza-societa-arte-libro-piero-formica/e/9791257181291,False
Editori Selezionati,https://www.ibs.it/images/9791223275306_0_0_150_0_75.jpg,La legge che non voleva nascere. Dieci anni di omicidio stradale,N/D,Giunti Editore,2026,"Questo libro racconta la lunga battaglia di civiltà che ha portato, esattamente dieci anni fa, all'introduzione della legge sull'omicidio stradale nel Codice penale (legge 41/2016), dopo la raccolta di 85.000 firme di cittadini italiani. Una battaglia nata dal dolore di famiglie che hanno vissuto la perdita di un proprio caro e dalla determinazione di chi, come gli operatori della polizia stradale, assiste ogni giorno alla violenza e all'ingiustizia riservata alle vittime di omicidio e lesioni stradali. Attraverso testimonianze dirette, ricostruzioni storiche e analisi dei dati, il libro ripercorre il percorso durissimo che ha portato alla nascita della legge, tra l'indifferenza delle istituzioni, le resistenze culturali e le sentenze irrisorie, e prova a valutare cosa è cambiato nelle indagini delle forze di polizia e nei tribunali con l'applicazione della legge, evidenziando progressi raggiunti ma anche aspetti che dovrebbero essere migliorati. Gli enti promotori – la Fondazione Lorenzo Guarnieri, l'Associazione Gabriele Borgogni e l'ASAPS (Associazione Sostenitori e Amici della Polizia Stradale) – sono sempre stati convinti che una nuova legge fosse necessaria e giusta, ma anche indispensabile per far partire un cambiamento di mentalità, tuttora in corso, in cui l'omicidio stradale non sia più un “incidente”, ma un fatto grave causato da comportamenti irresponsabili dell'essere umano alla guida.",https://www.ibs.it/legge-che-non-voleva-nascere-libro-vari/e/9791223275306,True
Editori Selezionati,https://www.ibs.it/images/9791222330815_0_0_150_0_75.jpg,Minority reports. Cultural disability studies (2022). Vol. 15: Letteratura per l'infanzia e disabilità-Children's literature and disability,N/D,Mimesis,2026,"Il volume raccoglie i contributi del gruppo di ricerca Wonder-Lands dell’Università Suor Orsola Benincasa, dedicati allo studio interdisciplinare della letteratura dell’infanzia e degli immaginari sociali. Al centro dell’indagine vi è la costruzione dei “discorsi minori” e, in particolare, la rappresentazione della disabilità come categoria complessa e stratificata. Attraverso una ricostruzione teorica e genealogica, il libro esplora come letteratura, scuola e cinema abbiano progressivamente trasformato il modo di raccontare la disabilità, passando da una prospettiva pedagogica a una più biografica e narrativa. Questo cambiamento, pur aprendo nuove possibilità di rappresentazione, resta ambivalente: da un lato favorisce una maggiore visibilità e pluralità di sguardi, dall’altro rischia di cadere nella spettacolarizzazione o di mantenere, in forma implicita, il modello medico centrato sulla sofferenza. Il volume propone così una riflessione critica sui linguaggi e sulle forme attraverso cui vengono narrate le differenze, invitando a superare stereotipi consolidati e a riconoscere la complessità delle esperienze.",https://www.ibs.it/minority-reports-cultural-disability-studies-libro-vari/e/9791222330815,False
